name,phone_numbers,officialPhone,email,websites,officialWebsite,facebookLink,address_line1,address_line2,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,description,specialties,procedure,equipment,capability,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Krishna Imaging Center,"[""+917795899288"",""+912482239255""]",+912482239255,reception@krishnaimagingcenter.com,"[""https://jalna.gov.in/public-utility-category/hospitals/page/2/"",""https://krishnaimagingcenter.com/krishnaimagingcenter.html"",""krishnaimagingcenter.com"",""https://www.justdial.com/Jalna/Opg-X-Ray-Centres-in-Sambhaji-Nagar/nct-10343827"",""http://www.krishnaimagingcenter.com/"",""https://www.sehat.com/ruikhedkar-piles-hospital-jalna"",""https://www.justdial.com/Buldhana/Opg-X-Ray-Centres-in-Chikhli-Buldhana/nct-10343827""]",krishnaimagingcenter.com,https://www.facebook.com/899314120090624,Near Amarchaya Talkies,null,Jalna,Maharashtra,431203.0,India,IN,clinic,private,Imaging center,"[""breastImaging"",""radiology"",""familyMedicine"",""emergencyMedicine"",""pathology"",""interventionalRadiology""]","[""Provides CT scanning services"",""Offers Colour Doppler imaging"",""Mammography"",""Contrast studies"",""Interventional radiology procedures"",""Provides Magnetic Resonance Imaging (MRI) services"",""Provides Mammography services"",""Offers Contrast Studies"",""Helical CT scanning (16-slice)"",""Provides ultrasound (Sonography) services"",""Offers Digital Radiology imaging services"",""Ultrasound imaging including 4D ultrasound and Doppler"",""Digital radiography (X-ray)"",""Provides ultrasound (sonography) imaging services"",""MRI services including open MRI and high-field MRI"",""Color Doppler imaging"",""Provides X-ray imaging services""]","[""Digital radiography (X-ray) system"",""CT scanner"",""Mammography unit"",""Ultrasound imaging equipment"",""Ultrasound machine"",""X-ray imaging equipment"",""16-slice CT scanner"",""Open MRI system"",""Digital radiography system"",""MRI scanner"",""High-field MRI system"",""Ultrasound system with 4D imaging and Doppler""]","[""Sonography center"",""State-of-the-art diagnostic imaging center located in Jalna, Maharashtra"",""Emergency ambulance services available"",""Describes itself as a diagnostic medical imaging center"",""Located in Jalna"",""Imaging and radiology services"",""Ambulance service available"",""Offers 24/7 emergency CT and MRI services"",""Diagnostic imaging center"",""Independent, freestanding outpatient imaging facility"",""Urgent reports provided within 2 hours""]",1.0,true,true,null,null,null,19.84798812866210,75.8938751220703
Krishna Lab Madhepura,"[""+916206359600""]",+916206359600,chaturanandpandit31@gmail.com,"[""https://www.justdial.com/Madhepura/Krishna-Lab-Madhepura-Near-Dr-Mithilesh-Kumar-Eye-Clinic-Madhepura-Madhepura-Ho/9999P6476-6476-211020204517-M5B6_BZDET"",""https://www.facebook.com/krishnalabmadhepura/"",""krishnalabmadhepura.business.site"",""https://www.facebook.com/188243625020052""]",krishnalabmadhepura.business.site,https://www.facebook.com/188243625020052,West Bypass Road,"Karpuri Chowk, Near Dr. Mithilesh Kumar Eye Clinic",Madhepura,Bihar,852113.0,India,IN,clinic,private,One of the most well known and reputed pathology labs in Madhepura. Established in 2001. It is a certified pathology lab.,"[""pathology"",""familyMedicine""]","[""Offers laboratory testing services including blood tests"",""Operates as a pathology lab and diagnostic centre""]","[""Syringe depicted in Krishna Lab Madhepura promotional materials"",""Test tubes depicted with blood samples in Krishna Lab Madhepura promotional materials"",""Microscope depicted in Krishna Lab Madhepura promotional materials""]","[""Krishna Lab is categorized as a Medical Center on Facebook."",""Pathology lab and diagnostic centre located in Madhepura, Bihar"",""Listed as a pathology lab and diagnostic centre on JustDial"",""Krishna Lab operates 24/7 (Always open).""]",1.0,false,null,1.0,1.0,1.0,25.90941810607910,86.7868270874023
"Krishna Medical Care / Gupta Pharmacy, Barlowganj","[""+919760903151""]",null,null,"[""https://www.practo.com/dehradun/clinic/krishna-medical-care-gupta-pharmacy-barlowganj""]",null,https://www.facebook.com/115204244784101,Krishna Market Road,Subhash Nagar,Dehradun,Uttarakhand,248002.0,India,IN,clinic,null,"Krishna Medical Care / Gupta Pharmacy is a Clinic in Barlowganj, Dehradun.","[""familyMedicine""]",[],[],"[""Krishna Medical Care / Gupta Pharmacy is a clinic located in Barlowganj, Dehradun, Uttarakhand, India.""]",null,null,null,null,null,null,30.27810287475580,77.9923248291015
Krishna Opticals And Clinic,"[""+917008633930"",""+919338189801""]",+917008633930,bapi0377@gmail.com,"[""https://www.facebook.com/582118542221034"",""http://www.kk.com/"",""https://www.facebook.com/Krishna-opticals-and-clinic-582118542221034/"",""https://www.indiamart.com/krishna-opticals-and-clinic/"",""https://www.justdial.com/Cuttack/Krishna-Opticals-Clinic-Opposite-To-ICICI-Bank-Bajrakabati-Road/0671PX671-X671-001139161116-L4B8_BZDET"",""https://www.indiamart.com/krishna-opticals-and-clinic/testimonial.html"",""kk.com""]",kk.com,https://www.facebook.com/582118542221034,"Plot 1404, Maruthi Apts","Opposite To Icici Bank, Bajrakabati Road",Cuttack,Odisha,753001.0,India,IN,clinic,private,Eye Sight Testing Services; Aviators; Power Spectacles,"[""familyMedicine"",""ophthalmology""]","[""Provides eye sight testing services"",""Eye sight testing services""]",[],"[""Outpatient eye care services"",""Established in 2018"",""Operates as an optician and spectacle dealer""]",3.0,true,false,null,null,null,20.46579360961910,85.8862609863281
Krishna Ortho and Maternity Centre,"[""+917277646613""]",+917277646613,randhir00000mbbs@gmail.com,"[""https://www.facebook.com/103722772193975""]",null,https://www.facebook.com/103722772193975,Ambedkar Chowk Ruchi Medical,null,Gopalganj,Bihar,841428.0,India,IN,hospital,null,ORTHO AND GYNAE HOSPITAL,"[""obstetricsAndMaternityCare"",""gynecologyAndObstetrics"",""internalMedicine""]",null,null,null,null,null,null,null,null,null,26.45434379577630,84.4358215332031
Krishna Ortho Care Centre,"[""+918004755572""]",+918004755572,krishnaorthocarecentre@gmail.com,"[""https://www.facebook.com/442258943272446"",""https://www.justdial.com/Lucknow/Dr-Yogesh-Kumar-Arora-Krishna-Ortho-Care-Centre-Near-Meena-Bakery-Chauraha-Rajaji-Puram/0522PX522-X522-190703124601-E5K9_BZDET""]",null,https://www.facebook.com/442258943272446,"Near Meena Bakery, C-block, Fci Road",Rajaji Puram,Lucknow,Uttar Pradesh,226017.0,India,IN,clinic,null,"Orthopaedic Surgeon & Traumatologist in Rajaji Puram, Lucknow","[""orthopedicSurgery"",""familyMedicine""]",[],[],"[""Accepts cash payments"",""Offers orthopaedic surgery and trauma care"",""Affiliated with Dr. Yogesh Kumar Arora"",""Specializes in orthopaedic care"",""Based in Rajaji Puram, Lucknow, Uttar Pradesh, India""]",1.0,true,false,614.0,532.0,null,26.84265136718750,80.8887710571289
Krishna Pathlogy Lab & X-Ray & ECG Centre,"[""+919412548096""]",+919412548096,null,"[""https://www.bharatibiz.com/en/krishna-pathlogy-lab-x-ray-ecg-centre-094125-48096"",""https://www.cardiologistindia.com/uttar-pradesh/bharthana/krishna-pathlogy-lab-x-ray-ecg-centre.html""]",null,https://www.facebook.com/1122928694483652,National Highway 234,Azad Rd,Bharthana,Uttar Pradesh,206242.0,India,IN,clinic,null,Medical laboratories,"[""pathology"",""cardiology"",""familyMedicine"",""radiology""]","[""Performs electrocardiogram (ECG) testing"",""Provides telehealth consultations"",""Performs pathology testing"",""Performs X-ray imaging""]","[""ECG equipment"",""X-ray imaging equipment"",""ECG machines"",""Pathology laboratory equipment""]","[""Offers ECG services"",""Provides medical laboratory services"",""Gender-neutral toilets"",""Online patient portal and online scheduling available (24/7)"",""Board certified in Cardiology"",""ISIC codes 8620 and 8690"",""Has 27 years of experience in pathology, X-ray, and ECG services"",""Hospital affiliations available upon request"",""Wheelchair-accessible facilities (parking, entrance, seating, and toilet)"",""Offers X-ray services"",""Telehealth consultations available""]",null,null,null,null,null,null,26.75146865844720,79.2222442626953
Krishna Physiotherapy Clinic,"[""+917094551869"",""+917305466455""]",+917305466455,reachkrishnaphysio@gmail.com,"[""krishnaphysioclinic.com"",""https://www.facebook.com/Krishnaphysiotherapy.clinic/"",""https://www.krishnaphysioclinic.com/"",""https://www.krishnaphysioclinic.com/physiotherapy-clinic-in-chennai"",""https://www.justdial.com/Chennai/Krishna-Physiotherapy-Clinic-Near-Bunadhamman-Kovil-Rajarajeswari-Nagar-Madipakkam/044PXX44-XX44-181203132543-W1S3_BZDET"",""https://www.justdial.com/Vellore/Physiotherapists-For-Osteoporosis-in-Vellore-Bazaar/nct-11244247"",""https://www.practo.com/vellore/clinic/kumaran-nursing-home-arakkonam-1"",""http://www.krishnaphysioclinic.com/""]",krishnaphysioclinic.com,https://www.facebook.com/103160101055153,"2/1052, 1st Main Road",Rajarajeswari Nagar,Arakkonam,Tamil Nadu,600091.0,India,IN,clinic,private,"Krishna Physiotherapy Clinic is a private physiotherapy clinic founded by Lakshmi, PT, in 2003 in Madipakkam, Chennai, Tamil Nadu, India. It moved to a larger location in 2020.","[""pediatrics"",""spinalCordInjuryMedicine"",""neurology"",""podiatry"",""sportsMedicinePMR"",""familyMedicine"",""movementDisorders"",""vascularNeurology"",""rheumatology"",""gynecologyAndObstetrics"",""physicalMedicineAndRehabilitation""]","[""Offers exercise therapy and strength training"",""Exercise therapy and strength training"",""Offers manual therapy"",""Provides weight management services"",""Uses interferential stimulation"",""Manual therapy"",""Cervical and pelvic traction"",""Offers home physiotherapy"",""Offers pain management"",""Wax therapy"",""Provides pain management"",""Interferential stimulation"",""Home physiotherapy"",""Offers kinesio taping"",""Dry needling"",""Electrical stimulation"",""Provides post-surgical and traumatic rehabilitation"",""Uses wax therapy"",""Uses cervical and pelvic traction"",""Ultrasound therapy"",""Weight management"",""Uses ultrasound therapy"",""Uses electrical stimulation"",""Provides dry needling"",""Post-surgical and traumatic rehabilitation"",""Provides kinesio taping"",""Kinesio taping""]",[],"[""Operates as an outpatient physiotherapy clinic"",""Weight management program is offered"",""Relocated to a bigger location in 2020"",""Located in Chittoor"",""G K Nithyananth took over in early 2017"",""Has 6 years in healthcare"",""Owned and operated by Nithyananth G K since 2017"",""James has 15+ years of physiotherapy experience and has been associated with Krishna Physiotherapy Clinic for 5 years; leads the weight management department"",""Listed on JustDial"",""Serves the Madipakkam community"",""Serves the Madipakkam community in Chennai"",""Founded in 2003 by Lakshmi, PT"",""Moved to a bigger location in 2020"",""Krishna Physiotherapy Clinic is a physiotherapy clinic"",""Founded in 2003 by Lakshmi, physical therapist"",""Vijayalakshmi has 10+ years of clinical experience (geriatrics, orthopedics, neurology, pediatrics) and has been associated with Krishna Physiotherapy Clinic for 5 years; empanelled with SPIC"",""Offers outpatient services and home physiotherapy"",""G K Nithyananth assumed leadership in 2017"",""Offers treatment modalities including pain management, manual therapy, exercise therapy, post-surgical and traumatic rehabilitation, dry needling, kinesio taping, weight management, and home physiotherapy""]",1.0,true,true,null,null,null,12.96080875396720,80.1979064941406
Krishna Recon Scans Diagnostics,"[""+916309535050""]",+916309535050,krishnareconhr@gmail.com,"[""http://krishnarecon.com/"",""https://www.instagram.com/p/DQTCt07Ceek/""]",http://krishnarecon.com/,https://www.facebook.com/101279969496313,Opp Karnataka Bank,Danavaipeta,Rajahmundry,Andhra Pradesh,533100.0,India,IN,clinic,null,null,"[""familyMedicine"",""radiology""]",null,null,null,1.0,true,null,null,null,null,17.00801849365230,81.7813110351562
KRISHNA SPEECH AND HEARING CLINIC,"[""+919956722794""]",+919956722794,kshcindia@gmail.com,"[""https://www.mappls.com/quxmsm"",""https://www.facebook.com/299170837512408"",""https://www.justdial.com/Varanasi/Krishna-Speech-Hearing-Clinic-Opposite-Upkar-Hospital-Sunderpur/0542PX542-X542-211224183041-W7Q8_BZDET"",""krishnaspeechhearing.co.in"",""https://www.dnb.com/business-directory/company-profiles.krishna_speech_and_hearing_clinic.6b63b986039ec4a275d4fb372e89132c.html"",""https://krishnaspeechhearing.co.in/""]",krishnaspeechhearing.co.in,https://www.facebook.com/299170837512408,"Sri Niwas Complex, Opposite Upkar Hospital, Bhu Road, Sunderpur",null,Varanasi,Uttar Pradesh,221005.0,India,IN,clinic,null,Industry: Other Miscellaneous Retailers,"[""familyMedicine"",""otolaryngology""]","[""Treats stammering via therapy"",""Provides speech therapy services""]",[],"[""Speech therapy program"",""ENT clinic"",""Speech and hearing clinic"",""Speech audiometry testing""]",3.0,true,true,null,null,null,25.33667945861810,83.0075683593750
Krishna Spine,"[""+919858293999""]",+919858293999,krishnaspineguntur@gmail.com,"[""https://www.facebook.com/saikrishnaspineguntur/"",""https://www.instagram.com/p/DPX07yBE2E3/""]",null,https://www.facebook.com/164697660049293,Old Club Road,"Near Bose Statue, Kothapet",Guntur,Andhra Pradesh,522001.0,India,IN,doctor,private,"Expert and Advanced care in ORTHOPAEDIC, SPINE SURGERY & JOINT REPLACEMENT","[""familyMedicine""]",null,null,null,null,null,null,null,null,null,16.29948043823240,80.4502868652343
Krishna X Ray And Ultra Sound,"[""+919335645437""]",null,null,"[""https://www.justdial.com/Lucknow/Krishna-X-Ray-And-Ultra-Sound-Alambagh/0522PX522-X522-241206112330-P4R3_BZDET""]",null,https://www.facebook.com/113392735918882,"180, Chander Nagar Market","Near Bus Stand, Alambagh",Lucknow,Uttar Pradesh,226005.0,India,IN,clinic,private,Diagnostic Centres,"[""pathology"",""familyMedicine"",""radiology""]","[""Pathology specimen collection"",""Digital X-ray imaging"",""Ultrasound imaging""]","[""X-ray room facilities"",""Ultrasound imaging equipment"",""Digital X-ray system""]","[""Outpatient diagnostic imaging service"",""Pathology specimen collection centre""]",null,null,null,null,null,null,26.82194137573240,80.9108047485351
Krishnaee Multispeciality Hospital,"[""+918010383399""]",+918010383399,krishnaeemulti285@gmail.com,"[""https://www.facebook.com/p/Krishnaee-multispeciality-hospital-100064688813991/"",""https://watchdoq.com/blog/hospitals/lasalgaon/krishnayee-multispeciality-hospital-llp""]",null,https://www.facebook.com/103919968445388,Sh-7,null,Lasalgaon,Maharashtra,null,India,IN,hospital,null,It's a good clean spacious hospital located in heart of the city,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,20.16384887695310,74.2300872802734
Krishnam Homeopathy,"[""+919828078168""]",+919828078168,krishnamhomoeopathy@gmail.com,"[""https://www.facebook.com/401491269879381"",""https://www.justdial.com/Jaipur/Krishnam-homeopathy-Laxmi-Mandir-Cinema-Tirha-F1-N9-Tonk-Pathak/0141PX141-X141-210825172543-Y8S1_BZDET/amp""]",null,https://www.facebook.com/401491269879381,G-2 & 3 Metro Tower,"District Shopping Centre, Behind Shara Chambers",Jaipur,Rajasthan,302015.0,India,IN,clinic,private,"Krishnam Homeopathy is a homeopathy clinic in Jaipur. Treatments include Herpes Zoster, Homeopathic Fever Treatment, Thyroid Disorder, Liver Disease, Allergy, and Homeopathic Depression Care.","[""infectiousDiseases"",""dermatology"",""familyMedicine"",""gastroenterology"",""internalMedicine"",""psychiatry"",""headacheMedicine"",""allergyAndImmunology"",""endocrinologyAndDiabetesAndMetabolism""]","[""Treats liver disease with homeopathy"",""Offers homeopathic fever treatment"",""Provides personalized homeopathic treatment plans tailored to individual patients"",""Treats thyroid disorders with homeopathy"",""Provides homeopathic depression care"",""Provides homeopathic treatment for Herpes Zoster"",""Treats allergies with homeopathy"",""Uses non-invasive, gentle homeopathic treatments""]",[],"[""Is located in Jaipur, Rajasthan, India"",""Uses natural remedies and non-invasive, gentle homeopathic treatments"",""Has 33 years of healthcare experience"",""Specializes in homeopathic treatment for Herpes Zoster, Thyroid Disorder, Liver Disease, Allergy, and Homeopathic Depression Care"",""Provides homoeopathy treatment for acute and chronic ailments"",""Focuses on holistic treatment"",""Provides educational resources and guidance to patients"",""Established in 1993"",""Has approximately 35 years of clinical experience in homoeopathy"",""Provides personalized care with tailored treatment plans"",""Is open 24/7""]",1.0,false,false,186.0,183.0,null,26.88194847106930,75.7994842529296
Krishnam women wellness clinic,"[""+918107446801""]",+918107446801,krishnamclinic@gmail.com,"[""https://www.facebook.com/101755834745296""]",null,https://www.facebook.com/101755834745296,"Plot No.75, Sunrise City","Near Mahadev Mandir, Niwaroo",Jaipur,Rajasthan,302001.0,India,IN,clinic,private,Women wellness clinic,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,26.97570991516110,75.7142639160156
Krishnas Dental Clinic,"[""+919447084170""]",null,null,"[""https://www.justdial.com/Palakkad/Krishnas-Dental-Clinic-Near-Elappully-Elapulli/9999PX491-X491-230106213607-R5U9_BZDET""]",null,https://www.facebook.com/102173271995587,"Panchayath Office, Bns Tower, Para",Elappully,Elapulli,Kerala,678622.0,India,IN,clinic,null,Dental clinic listing with RCT (Root Canal) services. Opens at 09:00 AM.,"[""familyMedicine""]",null,null,null,null,true,null,null,null,null,10.75800228118890,76.7514190673828
Krishnawati Hospital,"[""+911302220141""]",+911302220141,krishnawatihospital@gmail.com,"[""https://www.hexahealth.com/sonipat/hospital/krishnawati-hospital-new-mahavir-colony"",""https://www.justdial.com/Sonepat/Dr-Manju-Khurana-Krishnawati-Hospital-Opposite-Malviya-Siksha-Sadan-Sabzi-Mandi-Road/9999PX130-X130-170227120910-L3R9_BZDET"",""https://www.facebook.com/177840216399659"",""krishnawati-hospital.business.site"",""https://www.drlogy.com/ayushman-bharat/hospitals/haryana/sonipat/krishnawati-hospital"",""https://www.medindia.net/directories/hospitals/krishnawati-hospital-sonipat-haryana-59486.htm"",""https://www.justdial.com/Sonepat/Krishnawati-Hospital-Opposite-Malviya-Siksha-Sadan-Sabzi-Mandi-Road/9999PX130-X130-121001160321-F1G1_BZDET"",""https://www.mappls.com/mw4jet"",""https://www.policyx.com/health-insurance/network-hospitals/manipalcigna-sonipat-haryana/""]",krishnawati-hospital.business.site,https://www.facebook.com/177840216399659,"Gohana Road, Opp. Malviya School, Anil Vihar","Anil Vihar, Shani Mandir Rd Under Bridge",Sonipat,Haryana,131001.0,India,IN,hospital,private,"Krishnawati Hospital is listed as a network hospital under ManipalCigna Health Insurance in Sonipat, Haryana.","[""surgicalOncology"",""ophthalmology"",""urology"",""nephrology"",""cardiology"",""otolaryngology"",""gynecologyAndObstetrics"",""internalMedicine"",""orthopedicSurgery"",""gastroenterology"",""plasticSurgery"",""generalSurgery"",""neurosurgery""]","[""Sclerotherapy for Varicose Veins"",""Open Circumcision"",""Laparoscopic Hysterectomy"",""Open Cholecystectomy"",""Caesarean Section"",""Hysterectomy"",""Offers comprehensive pregnancy care"",""Inguinal Hernia Surgery"",""IVF"",""Pilonidal Sinus Laser Surgery"",""Laparoscopic Cholecystectomy"",""Specialized minimal access surgery"",""Piles Laser Treatment"",""Total Thyroidectomy"",""Laparoscopic Ovarian Cystectomy"",""Laparoscopic Hiatal Hernia Repair"",""Delivery - Normal"",""Laparoscopic Rectal Prolapse Surgery""]","[""Outpatient Department (OPD) facilities"",""Intensive Care Unit (ICU) facilities"",""Operating theatres (OT) facilities"",""Wheel chair accessible in car parking"",""Wheel chair accessible entrance and exit""]","[""Open 24 hours (24x7)"",""Offers inpatient and outpatient services"",""Private hospital"",""NABH accredited"",""Signage on building identifies Krishnawati Hospital"",""Multi-speciality hospital"",""Located in Sonipat, Haryana"",""Specialization in Obstetrics & Gynaecology"",""Has Dr. Manju Khurana, a gynecologist and obstetrician, on staff at Krishnawati Hospital"",""Specialization in Urology"",""Director: Kuldeep"",""NABH accreditation"",""Provides gynecology and obstetrics services"",""Krishnawati Hospital is a ManipalCigna network hospital in Sonipat, Haryana"",""Has 14 years in healthcare"",""Established in 2011"",""Located in Sonepat, Haryana"",""Offers infertility services"",""Part of 27 ManipalCigna Network Hospitals List In Sonipat""]",5.0,true,true,2.0,2.0,62.0,29.00042152404780,77.0099411010742
Krisshiv Hospital,"[""+919080985220""]",+919080985220,krisshivhospital@gmail.com,"[""https://www.facebook.com/100912606433162""]",null,https://www.facebook.com/krisshivhospital,"274/2, Nachammal Colony 2nd Street",Andipalayam,Tirupur,Tamil Nadu,638600.0,India,IN,hospital,null,Orthopaedic & General Hospital in Tirupur,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,11.09682464599600,77.3152313232421
Kriston Healthcare,"[""+917708815110"",""+919790799944""]",+919790799944,info@kristonhealthcare.com,"[""https://kristonhealthcare.com/"",""http://kristonhealthcare.com/"",""https://www.facebook.com/kristonclinicchennai/"",""https://www.facebook.com/193867684740054"",""kristonhealthcare.com"",""http://kristonclinic.com/"",""https://www.facebook.com/kristonclinicchennai/about"",""https://kristonhealthcare.com/about-us.php""]",kristonhealthcare.com,https://www.facebook.com/193867684740054,"New No.h5, Old, H59, 2nd Cross St, Block H","Block H, Annanagar East",Annanagar East,Tamil Nadu,600102.0,India,IN,clinic,private,"Kriston Healthcare is a premier centre in Chennai, specializing in advanced physiotherapy, Orthopaedic Manual Therapy and modified chiropractics. Our certified specialists offer non-surgical solutions for a wide range of conditions, including disc bulge, Disc Protrusion, Disc Extrusion, Disc Herniation, Cervical & Lumbar Spondylitis, Sciatica, Spondylolisthesis, Scoliosis, spinal misalignments, post-surgical pain and neurological conditions such as Bell’s palsy, Facial palsy, Diabetic neuropathy, Numbness and Paralysis. We are committed to providing personalized care to each patient, ensuring effective, gentle healing and long-term wellness. At Kriston Healthcare, our mission is to help you live pain-free and improve your quality of life through expert, compassionate care.","[""TMJSurgery"",""neurology"",""sportsMedicinePMR"",""familyMedicine"",""spineNeurosurgery"",""rheumatology"",""shoulderAndElbowOrthopedicSurgery"",""gynecologyAndObstetrics"",""internalMedicine"",""orthopedicSurgery"",""chronicDiseasePreventionAndLifestyleMedicine"",""physicalMedicineAndRehabilitation"",""painMedicinePMR"",""generalSurgery"",""footAndAnkleOrthopedicSurgery"",""headacheMedicine"",""handOrUpperExtremitiesAndPeripheralNerveSurgery"",""dentistry""]","[""Neurological Rehabilitation is offered."",""Decompression Therapy is offered for spinal issues."",""Orthopaedic Manual Therapy (OMT) is offered as a non-surgical hands-on treatment."",""Offers Decompression Therapy as a non-surgical spinal treatment"",""Offers Advanced Physical Therapy"",""TMJ Pain Management is offered."",""Hi-Power Laser Therapy is offered for pain relief and tissue healing."",""Matrix Rhythm Therapy is provided as a rehabilitation therapy."",""Treats spine and joint related issues"",""Offers Decompression Therapy"",""Offers Posture Alignment"",""Knee Arthritis Program is offered."",""Chronic Pain Management is offered."",""Posture Correction therapy is offered."",""Osteopathy treatments are offered."",""Offers Osteopathy"",""Cervicogenic Headaches treatment is offered."",""Provides Cyriax manual therapy"",""Women’s Health program is offered."",""Provides non-surgical treatments"",""Offers Orthopaedic Manual Therapy (Orthopaedic Manipulative Therapy)"",""Vestibular Rehabilitation is offered."",""Provides physical therapy"",""Stroke Treatment offered under Neurological Rehabilitation"",""Balance & Coordination program is offered."",""Frozen Shoulder Rehab is offered."",""Migraine Headache treatment is offered."",""Offers Chiropractic Care"",""Cervicogenic Headaches treated through targeted rehabilitation"",""Rheumatism Pain Management is offered."",""Specialized Spine Care Program is offered."",""Sports Injury Rehabilitation program offered"",""Offers Vestibular Rehabilitation as a non-surgical treatment for balance disorders"",""Provides modified chiropractic treatments"",""Offers Orthopaedic Manual Therapy as a non-surgical musculoskeletal treatment"",""EMG Biofeedback System is used for neuromuscular retraining."",""Chiropractic care is offered."",""Sports Injury Rehabilitation is offered."",""Provides orthopedic manual therapy"",""Fibromyalgia treatment is offered."",""Provides post-surgery rehabilitation as part of Orthopaedic Rehabilitation""]","[""Private treatment areas"",""Female therapists available for female patients"",""EMG Biofeedback System"",""Matrix Rhythm Therapy"",""Hi-Power Laser Technology for pain relief and tissue healing"",""1500 sq ft facility with private treatment areas"",""EMG Biofeedback System for neuromuscular retraining"",""Decompression Therapy"",""Matrix Rhythm Therapy for vibration-assisted rehabilitation"",""Facility infrastructure including a 1500 sq ft clinic with private treatment areas"",""Hi-Power Laser Technology""]","[""Offers non-surgical solutions for conditions including disc bulges, protrusions, extrusions, herniations, cervical & lumbar spondylitis, Sciatica, Spondylolisthesis, Scoliosis, spinal misalignments, post-surgical pain, and neurological conditions such as Bell’s palsy, Facial palsy, Diabetic neuropathy, numbness and paralysis."",""Has treated over 100,000 patients since 2006"",""Dr. K. Prabhu Ram holds a BPT from Tamil Nadu Dr. MGR Medical University (2006)"",""Provides specialized spine care program"",""Dr. K. Prabhu Ram holds a Fellowship in Osteopathy and Manipulative Therapy from SBS University, Ideal Healthcare (2023)"",""Provides Rheumatism Pain Management program"",""Offers non-surgical treatments including Advanced Physical Therapy, Osteopathy, and Orthopaedic Manual Therapy"",""Dr. K. Prabhu Ram holds a Chiropractic Manual Therapy certification from PIIMS"",""Founder of Spine & Joint Clinic in 2006, later rebranded as Kriston Clinic in 2017 and Kriston Healthcare in 2024."",""Provides Sports Injury Rehabilitation"",""Specializes in advanced physiotherapy, Orthopaedic Manual Therapy and chiropractic."",""Non-surgical solutions for musculoskeletal and neurological conditions"",""Premier physiotherapy centre in Chennai"",""Dr. K. Prabhu Ram holds an M.Sc. in Varma and Thokannam Sciences from Tamil Nadu Physical Education & Sports University"",""Led by Dr. K. Prabhu Ram, Chief Orthopaedic Physical Therapist and Chairperson, with 18 years of clinical experience"",""Provides Posture Correction"",""Provides Vestibular Rehabilitation"",""Offers Knee Arthritis Program; Specialized Spine Care Program; Frozen Shoulder Rehab; Rheumatism Pain Management; Sports Injury Rehabilitation; Vestibular Rehabilitation; Cervicogenic Headaches; Posture Correction; Fibromyalgia; Balance & Coordination; Women’s Health; Migraine Headache; Neurology Treatment; Chronic Pain Management; TMJ Pain Management."",""Dr. K. Prabhu Ram holds a P.G.Diploma in Health Sciences from Annamalai University"",""Provides Chronic Pain Management program"",""Kriston Healthcare is located in Chennai, Tamil Nadu."",""Dr. K. Prabhu Ram holds a Master Diploma in Chiropractic from Ackermann College, Sweden"",""Dr. K. Prabhu Ram holds an M.Sc. in Yoga and Naturopathy from Tamil Nadu Physical Education University"",""Orthopaedic Manual Therapy is a core offering of Kriston Healthcare; Non-surgical, hands-on approach to spinal and musculoskeletal problems."",""Dr. K. Prabhu Ram holds a P.G.Diploma in Emergency and Trauma Care from Meenakshi University"",""Dr. K. Prabhu Ram holds a PhD in Orthopaedics (Santosh University, 2023) and an M.P.T. (Orthopaedics, 2009), among other qualifications."",""Founded in 2006 and led by Dr. K. Prabhu Ram, an orthopaedic manual therapist"",""Dr. K. Prabhu Ram is Chief Orthopaedic Physical Therapist and Chairperson of Kriston Healthcare."",""Provides Cervicogenic Headaches treatment"",""Dr. K. Prabhu Ram holds a PhD in Orthopaedic Physical Therapy from Santosh University (2023)"",""Dr. K. Prabhu Ram holds an MPT in Orthopaedics from MAHER University (2009)"",""Dr. K. Prabhu Ram holds a Diplomate in Osteopathy from Osteopathic College of Ontario, Canada (2017)"",""Advanced physical therapy, orthopedic manual therapy and chiropractic centre"",""Provides Neurological Rehabilitation including stroke treatment and Parkinson disease rehabilitation"",""Treats chronic back pain, neck pain, and other joint pains"",""Specializes in advanced physiotherapy, Orthopaedic Manual Therapy and chiropractic"",""Provides Frozen Shoulder Rehab program"",""Provides specialized knee arthritis program""]",4.0,true,true,null,null,null,13.08892154693600,80.2189102172851
